COND天气状况,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WDIR风向,WSC风力,WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
小雨,14.6,15.2,1012,24,0.0,6,1,1.5,62.0,21.0,73.0,35.0,2.0,79.0,0.3
小雨,13.6,13.9,1012,27,0.0,6,1,2.6,65.0,22.0,79.0,52.0,3.0,55.0,0.4
小雨,11.9,12.6,1013,32,0.0,6,1,1.0,67.0,39.0,84.0,67.0,4.0,27.0,0.4
小雨,11.9,12.4,1013,32,0.0,4,1,1.5,63.0,33.0,75.0,59.0,4.0,32.0,0.4
小雨,11.6,11.9,1013,33,0.0,6,1,2.0,67.0,39.0,83.0,68.0,5.0,20.0,0.4
小雨,11.0,11.4,1013,35,0.0,4,1,1.4,70.0,43.0,89.0,61.0,9.0,25.0,0.5
小雨,8.6,7.4,1014,62,0.0,4,1,1.7,63.0,45.0,72.0,48.0,15.0,34.0,0.5
小雨,9.0,7.5,1014,67,0.0,2,1,1.8,63.0,44.0,76.0,70.0,11.0,5.0,0.6
小雨,10.0,8.6,1014,64,0.0,4,1,2.4,89.0,65.0,128.0,71.0,8.0,2.0,1.6
小雨,10.4,9.3,1015,63,0.0,2,1,1.7,98.0,73.0,113.0,69.0,12.0,2.0,2.4
小雨,11.5,10.7,1015,59,0.0,2,1,1.5,103.0,77.0,116.0,70.0,17.0,2.0,2.5
小雨,12.2,11.6,1015,56,0.0,2,1,1.5,103.0,77.0,116.0,70.0,17.0,2.0,2.5
小雨,12.9,12.1,1014,53,0.0,4,1,2.9,112.0,84.0,120.0,70.0,31.0,6.0,2.2
小雨,14.0,13.5,1013,52,0.0,4,1,2.1,112.0,84.0,120.0,70.0,31.0,6.0,2.2
小雨,14.3,13.6,1012,50,0.0,2,1,3.3,120.0,91.0,126.0,73.0,32.0,11.0,2.0
小雨,15.0,14.5,1012,51,0.0,2,1,2.0,135.0,103.0,145.0,71.0,38.0,19.0,2.2
小雨,15.3,14.7,1011,52,0.0,4,1,2.3,142.0,108.0,130.0,65.0,42.0,37.0,2.1
晴,15.0,14.3,1010,54,0.0,2,1,2.6,124.0,94.0,127.0,61.0,28.0,51.0,1.9
晴,14.8,14.2,1010,55,0.0,2,1,2.1,125.0,99.0,121.0,66.0,24.0,43.0,1.9
晴,14.4,13.6,1011,58,0.0,2,1,2.3,129.0,98.0,124.0,73.0,24.0,30.0,2.0
晴,14.4,13.6,1012,57,0.0,2,1,2.3,119.0,90.0,113.0,65.0,23.0,35.0,1.5
晴,14.1,14.0,1012,49,0.0,2,1,1.2,100.0,75.0,94.0,55.0,22.0,40.0,1.0
晴,13.6,13.2,1012,51,0.0,2,1,1.6,99.0,74.0,81.0,48.0,24.0,42.0,1.2
晴,13.7,13.2,1012,53,0.0,2,1,1.9,98.0,73.0,74.0,44.0,21.0,43.0,1.1
晴,13.3,12.7,1012,54,0.0,2,1,2.0,90.0,67.0,70.0,43.0,16.0,37.0,1.1
晴,11.8,10.8,1011,61,0.0,2,1,2.1,98.0,73.0,82.0,43.0,12.0,32.0,1.1
晴,10.9,10.1,1011,63,0.0,2,1,1.0,128.0,97.0,99.0,66.0,14.0,2.0,1.2
晴,11.1,10.1,1011,62,0.0,2,1,1.6,93.0,69.0,0.0,38.0,9.0,27.0,0.8
多云,13.8,13.1,1011,51,0.0,2,1,2.7,77.0,56.0,0.0,36.0,9.0,37.0,0.7
多云,15.9,15.6,1011,43,0.0,2,1,2.4,75.0,55.0,0.0,37.0,11.0,40.0,0.8
多云,19.2,18.5,1011,37,0.0,8,1,3.0,88.0,65.0,68.0,37.0,13.0,45.0,0.8
晴,23.1,23.5,1009,25,0.0,2,1,2.1,128.0,97.0,101.0,45.0,14.0,69.0,1.1
晴,25.4,21.4,1008,17,0.0,4,1,3.1,127.0,96.0,0.0,40.0,14.0,88.0,1.0
晴,25.9,22.0,1007,12,0.0,4,1,1.4,122.0,92.0,0.0,30.0,9.0,108.0,0.8
晴,27.1,22.9,1004,14,0.0,6,1,2.6,43.0,30.0,0.0,17.0,3.0,123.0,0.4
晴,23.7,23.8,1004,24,0.0,6,4,4.6,59.0,42.0,44.0,22.0,3.0,132.0,0.4
晴,20.7,20.2,1005,35,0.0,6,1,2.5,102.0,76.0,132.0,40.0,6.0,125.0,0.7
晴,17.7,17.2,1004,44,0.0,6,1,2.6,103.0,77.0,124.0,57.0,11.0,76.0,0.7
晴,16.3,16.2,1004,49,0.0,6,1,1.1,123.0,93.0,152.0,66.0,13.0,60.0,0.8
晴,14.9,14.6,1003,53,0.0,6,1,1.3,129.0,98.0,135.0,74.0,10.0,36.0,0.8
晴,11.2,10.3,1002,68,0.0,4,1,0.7,137.0,104.0,133.0,101.0,6.0,2.0,0.9
晴,10.2,8.6,1001,75,0.0,2,1,1.4,139.0,106.0,119.0,84.0,3.0,2.0,1.2
晴,10.8,9.3,1001,74,0.0,2,1,1.5,120.0,91.0,114.0,81.0,3.0,2.0,1.4
晴,12.9,11.5,1001,73,0.0,2,1,2.2,117.0,88.0,125.0,87.0,4.0,2.0,1.3
晴,14.9,14.2,1000,64,0.0,2,1,1.2,125.0,95.0,168.0,97.0,7.0,2.0,1.3
晴,17.3,16.9,999,54,0.0,2,1,1.4,162.0,123.0,195.0,104.0,11.0,2.0,1.3
晴,20.5,20.0,999,45,0.0,2,1,1.8,210.0,160.0,212.0,106.0,17.0,16.0,1.6
晴,24.2,24.7,998,31,0.0,4,1,2.6,242.0,192.0,210.0,101.0,19.0,44.0,1.8
晴,27.2,23.5,997,23,0.0,6,1,2.5,220.0,170.0,0.0,97.0,15.0,76.0,1.5
晴,29.7,25.3,996,17,0.0,6,4,3.6,207.0,157.0,169.0,114.0,11.0,73.0,1.2
晴,31.4,26.8,995,12,0.0,6,1,2.9,112.0,84.0,100.0,32.0,7.0,144.0,0.5
晴,30.6,26.2,995,14,0.0,6,1,2.5,102.0,76.0,0.0,21.0,6.0,166.0,0.4
晴,30.0,25.4,996,11,0.0,8,1,2.8,68.0,49.0,82.0,21.0,5.0,170.0,0.4
晴,28.3,23.5,997,11,0.0,8,4,3.7,161.0,66.0,272.0,16.0,2.0,129.0,0.3
晴,26.3,22.0,998,11,0.0,8,1,2.6,179.0,69.0,308.0,16.0,2.0,137.0,0.3
晴,24.5,25.1,1000,9,0.0,2,4,4.9,151.0,64.0,251.0,17.0,2.0,123.0,0.3
晴,22.9,23.0,1001,8,0.0,2,4,4.4,100.0,55.0,149.0,17.0,2.0,106.0,0.3
晴,21.7,21.7,1002,8,0.0,2,1,3.0,79.0,27.0,107.0,18.0,2.0,96.0,0.2
晴,20.1,19.8,1003,8,0.0,2,1,1.3,93.0,32.0,136.0,22.0,2.0,86.0,0.2
晴,19.7,19.1,1004,8,0.0,1,1,2.6,115.0,42.0,180.0,19.0,2.0,87.0,0.2
晴,18.6,18.6,1004,9,0.0,2,1,2.3,96.0,45.0,142.0,21.0,2.0,83.0,0.2
晴,18.5,18.3,1004,10,0.0,8,1,2.9,111.0,41.0,172.0,20.0,2.0,73.0,0.2
晴,17.9,18.1,1004,11,0.0,8,1,2.0,82.0,4.0,114.0,14.0,2.0,84.0,0.2
晴,16.3,17.1,1004,12,0.0,8,1,1.3,102.0,76.0,114.0,12.0,2.0,80.0,0.2
晴,17.4,17.6,1004,11,0.0,8,1,2.5,68.0,40.0,86.0,11.0,2.0,89.0,0.2
晴,19.1,19.2,1005,11,0.0,2,1,1.4,76.0,34.0,102.0,12.0,2.0,92.0,0.2
晴,19.9,18.9,1006,8,0.0,8,4,3.6,66.0,27.0,81.0,18.0,2.0,86.0,0.3
晴,20.6,19.6,1006,7,0.0,8,4,5.0,74.0,23.0,98.0,17.0,2.0,91.0,0.3
晴,21.2,20.8,1006,7,0.0,8,4,3.7,85.0,35.0,120.0,12.0,2.0,100.0,0.2
晴,23.3,23.3,1006,6,0.0,8,4,5.7,85.0,45.0,119.0,13.0,2.0,103.0,0.3
晴,24.3,24.9,1005,6,0.0,8,4,4.6,75.0,24.0,99.0,11.0,2.0,112.0,0.2
晴,25.8,21.1,1004,7,0.0,8,1,3.2,67.0,31.0,84.0,9.0,2.0,116.0,0.2
晴,24.8,25.8,1003,7,0.0,8,4,3.5,60.0,24.0,69.0,10.0,2.0,116.0,0.2
晴,24.0,24.9,1004,6,0.0,8,1,3.0,57.0,40.0,58.0,12.0,2.0,114.0,0.2
晴,23.2,23.8,1005,7,0.0,8,1,2.8,52.0,24.0,53.0,13.0,2.0,110.0,0.2
晴,22.0,22.8,1006,8,0.0,8,1,1.1,58.0,33.0,66.0,19.0,2.0,96.0,0.3
晴,21.2,21.2,1007,8,0.0,1,1,2.2,63.0,3.0,76.0,25.0,2.0,80.0,0.3
晴,18.7,18.4,1007,11,0.0,2,1,2.8,64.0,12.0,78.0,32.0,2.0,58.0,0.4
晴,16.9,17.5,1008,14,0.0,2,1,1.4,44.0,14.0,44.0,40.0,2.0,51.0,0.4
晴,16.7,17.2,1009,11,0.0,4,1,2.2,50.0,3.0,50.0,48.0,2.0,36.0,0.5
晴,14.7,15.5,1010,14,0.0,2,1,1.9,46.0,32.0,46.0,40.0,2.0,40.0,0.4
晴,12.7,13.9,1010,18,0.0,2,1,1.2,38.0,3.0,38.0,37.0,2.0,45.0,0.3
晴,13.3,14.2,1011,14,0.0,2,1,2.2,52.0,30.0,53.0,30.0,2.0,55.0,0.2
晴,12.9,14.1,1011,16,0.0,2,1,1.4,45.0,26.0,45.0,27.0,2.0,56.0,0.2
晴,15.0,15.6,1012,14,0.0,2,1,2.4,51.0,16.0,52.0,32.0,2.0,46.0,0.2
晴,16.5,16.5,1012,11,0.0,2,4,4.0,57.0,8.0,63.0,38.0,2.0,36.0,0.3
晴,17.7,17.5,1013,10,0.0,2,4,3.6,49.0,34.0,35.0,30.0,2.0,51.0,0.3
晴,18.6,18.2,1012,10,0.0,2,4,3.5,32.0,17.0,32.0,21.0,2.0,66.0,0.3
晴,19.3,19.1,1012,9,0.0,2,1,2.0,34.0,15.0,34.0,22.0,2.0,69.0,0.3
晴,20.0,19.1,1011,8,0.0,2,1,2.6,34.0,11.0,34.0,17.0,2.0,81.0,0.2
晴,21.1,20.7,1010,9,0.0,6,1,3.3,30.0,8.0,24.0,14.0,2.0,94.0,0.2
晴,21.1,20.7,1009,10,0.0,6,4,3.6,43.0,24.0,43.0,15.0,2.0,98.0,0.4
晴,21.0,20.5,1009,12,0.0,6,4,3.5,79.0,58.0,0.0,18.0,2.0,99.0,0.3
晴,20.6,20.0,1009,11,0.0,6,1,3.2,57.0,8.0,63.0,16.0,2.0,115.0,0.3
晴,18.5,18.4,1009,14,0.0,6,1,2.4,63.0,33.0,76.0,20.0,3.0,97.0,0.3
晴,17.7,17.6,1010,18,0.0,6,1,3.0,65.0,40.0,80.0,26.0,5.0,87.0,0.4
晴,15.3,15.8,1011,21,0.0,6,1,1.9,87.0,44.0,124.0,74.0,5.0,15.0,0.6
晴,14.2,14.9,1011,23,0.0,4,1,1.4,83.0,52.0,115.0,62.0,10.0,19.0,0.8
晴,12.9,13.8,1011,27,0.0,6,1,1.0,76.0,35.0,101.0,50.0,11.0,25.0,0.6
晴,10.9,11.6,1011,34,0.0,6,1,0.9,71.0,42.0,91.0,53.0,12.0,16.0,0.5
晴,9.3,9.8,1010,41,0.0,8,1,0.5,77.0,37.0,103.0,61.0,13.0,3.0,0.6
晴,8.6,8.5,1010,46,0.0,2,1,1.2,77.0,37.0,103.0,61.0,13.0,3.0,0.6
晴,9.0,8.5,1010,50,0.0,2,1,1.8,82.0,60.0,106.0,62.0,15.0,2.0,1.1
晴,9.3,8.8,1010,50,0.0,2,1,1.7,80.0,59.0,79.0,65.0,11.0,2.0,1.0
晴,11.6,11.3,1010,47,0.0,2,1,1.7,73.0,47.0,95.0,65.0,12.0,2.0,1.0
晴,14.1,14.3,1010,42,0.0,4,1,1.1,73.0,51.0,95.0,63.0,15.0,2.0,0.8
晴,15.5,16.0,1009,35,0.0,6,1,0.7,80.0,50.0,109.0,63.0,23.0,7.0,0.9
晴,18.1,17.8,1008,29,0.0,6,1,2.7,99.0,74.0,112.0,64.0,30.0,16.0,1.2
晴,20.3,19.5,1008,23,0.0,6,1,3.2,118.0,89.0,136.0,66.0,36.0,25.0,1.1
晴,21.3,20.5,1007,22,0.0,6,4,5.4,118.0,89.0,139.0,62.0,31.0,42.0,0.9
晴,23.4,23.2,1005,27,0.0,6,4,5.3,116.0,87.0,182.0,31.0,28.0,112.0,0.7
晴,24.3,24.5,1004,31,0.0,6,4,4.2,159.0,121.0,210.0,34.0,35.0,127.0,0.8
晴,25.0,25.2,1003,35,0.0,6,4,4.6,172.0,130.0,241.0,35.0,38.0,149.0,0.9
多云,25.0,25.1,1003,40,0.0,6,4,4.6,208.0,158.0,276.0,33.0,50.0,181.0,1.0
多云,24.4,24.3,1004,43,0.0,6,4,4.7,190.0,143.0,259.0,32.0,43.0,187.0,1.1
多云,23.5,23.6,1004,47,0.0,6,1,1.8,179.0,135.0,260.0,34.0,45.0,181.0,1.4
多云,22.3,22.0,1004,51,0.0,6,1,2.3,178.0,134.0,233.0,35.0,33.0,168.0,1.3
多云,21.4,21.0,1004,55,0.0,6,1,1.9,152.0,116.0,196.0,46.0,21.0,134.0,1.2
多云,21.0,20.2,1005,54,0.0,6,4,3.5,128.0,97.0,189.0,61.0,16.0,89.0,1.1
多云,20.9,20.0,1005,48,0.0,6,4,4.1,107.0,72.0,163.0,44.0,14.0,87.0,0.9
多云,20.1,18.9,1005,51,0.0,6,4,4.6,107.0,72.0,163.0,44.0,14.0,87.0,0.9
多云,19.4,18.2,1005,55,0.0,6,4,5.0,116.0,54.0,181.0,37.0,17.0,73.0,0.6
多云,18.6,17.4,1005,59,0.0,6,4,4.9,101.0,45.0,151.0,31.0,14.0,75.0,0.6
多云,17.9,17.2,1006,62,0.0,6,1,2.0,91.0,50.0,132.0,31.0,11.0,73.0,0.6
多云,16.4,15.6,1007,68,0.0,4,1,1.6,85.0,63.0,115.0,39.0,9.0,56.0,0.6
多云,16.3,15.6,1007,69,0.0,4,1,1.2,90.0,67.0,112.0,40.0,8.0,45.0,0.7
晴,16.6,15.9,1008,68,0.0,6,1,1.2,97.0,72.0,108.0,43.0,6.0,33.0,0.8
晴,18.3,17.5,1008,63,0.0,6,1,2.5,109.0,82.0,101.0,47.0,10.0,35.0,0.8
晴,19.7,19.3,1009,58,0.0,6,1,0.9,109.0,82.0,122.0,54.0,16.0,29.0,0.9
晴,21.6,21.0,1009,52,0.0,6,1,3.3,128.0,97.0,154.0,37.0,25.0,54.0,0.9
晴,23.7,23.6,1009,46,0.0,6,1,3.3,138.0,105.0,158.0,37.0,28.0,68.0,0.9
晴,25.1,22.0,1009,38,0.0,6,4,4.1,156.0,119.0,174.0,37.0,33.0,88.0,1.1
晴,26.2,23.0,1008,35,0.0,6,4,3.9,176.0,133.0,190.0,31.0,44.0,130.0,1.4
晴,27.9,24.1,1007,28,0.0,6,4,4.4,201.0,151.0,154.0,27.0,36.0,159.0,1.3
晴,28.0,23.7,1007,25,0.0,6,4,6.2,100.0,75.0,92.0,13.0,9.0,184.0,0.6
阴,26.2,22.4,1008,26,0.0,6,4,4.2,122.0,92.0,127.0,13.0,4.0,170.0,0.4
阴,24.9,25.7,1009,27,0.0,6,1,2.6,110.0,83.0,114.0,19.0,4.0,170.0,0.4
阴,23.9,24.5,1010,30,0.0,4,1,2.0,95.0,71.0,133.0,27.0,6.0,160.0,0.5
阴,16.6,15.5,1012,61,0.0,4,4,3.7,115.0,76.0,179.0,31.0,7.0,134.0,0.6
阴,15.9,14.8,1012,62,0.0,4,4,3.8,213.0,163.0,301.0,57.0,19.0,95.0,1.5
阴,15.3,14.5,1013,54,0.0,2,1,2.9,173.0,131.0,216.0,36.0,18.0,118.0,1.1
阴,14.9,14.3,1013,49,0.0,2,1,2.9,124.0,94.0,158.0,28.0,15.0,109.0,0.9
阴,14.0,13.8,1013,52,0.0,2,1,1.0,105.0,79.0,153.0,30.0,17.0,96.0,1.4
阴,13.5,13.3,1013,53,0.0,2,1,0.9,104.0,78.0,145.0,38.0,19.0,76.0,1.4
阴,13.7,13.4,1013,50,0.0,2,1,1.4,92.0,55.0,134.0,43.0,29.0,54.0,1.8
阴,13.9,13.3,1013,48,0.0,2,1,3.0,84.0,60.0,118.0,43.0,34.0,50.0,1.9
多云,14.3,13.7,1013,46,0.0,2,1,3.1,84.0,62.0,112.0,44.0,34.0,51.0,1.8
多云,15.1,14.9,1014,45,0.0,4,1,1.7,88.0,65.0,118.0,53.0,42.0,40.0,1.8
多云,15.7,15.1,1014,43,0.0,2,4,3.7,87.0,60.0,124.0,57.0,49.0,35.0,1.9
多云,17.1,16.8,1014,40,0.0,4,1,2.4,86.0,63.0,122.0,54.0,47.0,43.0,1.8
多云,18.5,18.3,1014,38,0.0,4,1,1.6,103.0,77.0,138.0,52.0,49.0,50.0,1.8
多云,20.1,19.6,1012,35,0.0,4,1,1.4,87.0,56.0,124.0,40.0,34.0,89.0,1.4
多云,21.4,20.9,1011,34,0.0,2,4,3.4,99.0,74.0,138.0,39.0,34.0,110.0,1.4
多云,22.1,21.8,1010,31,0.0,4,4,3.5,110.0,83.0,134.0,32.0,30.0,139.0,1.1
多云,22.1,22.3,1010,32,0.0,4,1,1.6,114.0,86.0,131.0,30.0,26.0,147.0,1.0
小雨,21.8,21.9,1010,31,0.0,4,1,1.7,97.0,72.0,103.0,28.0,15.0,150.0,0.7
小雨,20.9,20.4,1010,34,0.0,4,1,2.5,89.0,66.0,113.0,26.0,13.0,161.0,0.7
小雨,19.8,19.2,1011,33,0.0,4,1,1.9,102.0,76.0,112.0,29.0,13.0,166.0,0.8
小雨,18.6,18.0,1012,34,0.0,4,1,3.0,92.0,68.0,119.0,36.0,12.0,155.0,0.8
小雨,17.2,17.1,1012,40,0.0,4,1,1.4,97.0,72.0,117.0,35.0,11.0,147.0,0.8
小雨,15.8,15.8,1012,43,0.0,4,1,1.4,95.0,71.0,88.0,35.0,9.0,131.0,0.8
小雨,15.2,15.1,1012,42,0.0,4,1,1.6,83.0,55.0,116.0,45.0,9.0,109.0,0.8
小雨,13.7,13.4,1012,53,0.0,2,1,1.2,93.0,69.0,125.0,59.0,12.0,81.0,0.9
小雨,13.4,13.0,1011,58,0.0,2,1,1.0,113.0,85.0,115.0,67.0,12.0,55.0,1.0
小雨,12.8,11.9,1011,62,0.0,2,1,1.7,99.0,74.0,86.0,73.0,14.0,56.0,0.9
阴,14.6,14.5,1012,52,0.0,4,1,0.9,119.0,90.0,119.0,54.0,33.0,51.0,1.8
阴,15.6,15.1,1012,53,0.0,6,1,1.9,100.0,75.0,103.0,61.0,26.0,47.0,1.3
阴,16.8,16.3,1012,49,0.0,6,1,2.4,99.0,74.0,100.0,51.0,21.0,55.0,1.1
阴,18.0,17.5,1011,45,0.0,8,1,2.4,112.0,84.0,112.0,57.0,20.0,57.0,1.2
小雨,18.3,17.9,1011,47,0.0,8,1,1.8,117.0,88.0,116.0,76.0,16.0,46.0,1.4
小雨,18.7,18.2,1010,47,0.0,8,1,1.9,102.0,76.0,79.0,33.0,11.0,137.0,0.9
小雨,19.1,18.5,1009,46,0.0,6,1,2.4,110.0,83.0,0.0,34.0,9.0,138.0,0.9
小雨,19.0,18.2,1009,52,0.0,8,1,2.9,120.0,91.0,0.0,36.0,9.0,132.0,0.9
多云,18.7,18.0,1009,57,0.0,6,1,2.1,118.0,89.0,107.0,45.0,8.0,111.0,1.0
多云,18.4,17.9,1009,54,0.0,6,1,1.6,122.0,92.0,0.0,37.0,8.0,147.0,1.0
多云,17.8,17.1,1009,57,0.0,6,1,2.2,133.0,101.0,0.0,46.0,8.0,156.0,1.0
多云,17.3,16.6,1009,62,0.0,8,1,1.8,134.0,102.0,106.0,53.0,6.0,106.0,1.1
多云,16.8,16.2,1009,68,0.0,6,1,1.0,135.0,103.0,112.0,59.0,5.0,73.0,1.1
多云,16.3,15.7,1009,69,0.0,6,1,0.8,147.0,112.0,113.0,59.0,4.0,55.0,1.1
多云,14.6,13.6,1010,77,0.0,2,1,0.8,153.0,117.0,0.0,74.0,3.0,24.0,1.2
多云,13.6,12.3,1010,84,0.0,2,1,0.6,152.0,116.0,0.0,85.0,2.0,2.0,1.3
多云,13.1,11.4,1010,88,0.0,2,1,0.8,140.0,107.0,0.0,83.0,2.0,2.0,1.4
多云,11.4,9.3,1011,95,0.0,8,1,0.5,176.0,133.0,0.0,78.0,2.0,2.0,1.4
多云,15.4,14.5,1012,67,0.0,2,1,1.9,153.0,117.0,0.0,58.0,2.0,11.0,1.1
多云,17.8,17.3,1012,55,0.0,2,1,1.8,133.0,101.0,0.0,67.0,2.0,21.0,1.1
多云,20.0,19.3,1013,46,0.0,2,1,2.0,110.0,83.0,90.0,64.0,5.0,39.0,1.0
多云,21.9,21.5,1013,38,0.0,2,1,3.2,124.0,94.0,101.0,68.0,7.0,41.0,1.1
多云,23.3,23.4,1012,36,0.0,4,1,2.9,112.0,84.0,0.0,53.0,22.0,88.0,1.6
多云,24.0,24.1,1012,34,0.0,4,4,3.7,127.0,96.0,105.0,41.0,30.0,119.0,1.8
多云,24.7,24.9,1011,34,0.0,6,4,4.4,119.0,90.0,110.0,38.0,22.0,143.0,1.4
多云,25.6,21.9,1010,31,0.0,6,4,5.6,129.0,98.0,123.0,31.0,18.0,183.0,1.2
多云,25.5,22.2,1009,31,0.0,4,4,3.4,123.0,93.0,118.0,28.0,14.0,217.0,1.1
多云,25.4,21.9,1008,32,0.0,6,4,4.4,105.0,74.0,101.0,22.0,6.0,209.0,0.7
多云,25.2,21.5,1007,29,0.0,6,4,4.8,102.0,51.0,91.0,19.0,4.0,203.0,0.6
多云,23.3,23.3,1008,31,0.0,4,4,3.5,97.0,50.0,87.0,18.0,4.0,197.0,0.6
多云,21.2,20.9,1009,33,0.0,4,1,2.2,83.0,55.0,107.0,20.0,5.0,186.0,0.5
多云,19.9,18.5,1009,35,0.0,4,4,5.7,77.0,56.0,101.0,24.0,9.0,174.0,0.7
多云,18.0,17.7,1009,39,0.0,4,1,2.0,85.0,63.0,101.0,36.0,10.0,126.0,0.8
多云,16.8,16.5,1009,42,0.0,4,1,2.3,83.0,49.0,116.0,41.0,9.0,105.0,0.7
多云,15.7,15.6,1010,44,0.0,2,1,1.6,72.0,45.0,94.0,46.0,9.0,80.0,0.8
多云,14.3,14.0,1009,48,0.0,2,1,1.7,72.0,45.0,94.0,46.0,9.0,80.0,0.8
多云,14.2,13.9,1008,48,0.0,2,1,1.9,59.0,36.0,67.0,47.0,8.0,58.0,0.7
多云,13.3,12.8,1008,53,0.0,2,1,1.8,58.0,23.0,65.0,47.0,10.0,49.0,0.6
多云,12.4,11.7,1007,54,0.0,2,1,2.2,54.0,28.0,57.0,49.0,9.0,38.0,0.6
多云,12.6,11.7,1007,55,0.0,2,1,2.7,67.0,48.0,49.0,45.0,8.0,37.0,0.6
多云,14.0,13.3,1007,56,0.0,2,1,2.2,64.0,46.0,59.0,51.0,8.0,26.0,0.7
多云,18.0,17.3,1007,53,0.0,4,1,2.8,107.0,80.0,128.0,61.0,29.0,32.0,1.6
多云,19.9,19.1,1006,52,0.0,2,1,2.4,127.0,96.0,150.0,59.0,34.0,52.0,2.1
多云,21.6,21.1,1004,50,0.0,4,1,2.8,175.0,132.0,167.0,59.0,35.0,74.0,2.1
多云,23.6,23.6,1003,46,0.0,6,1,2.8,213.0,163.0,195.0,56.0,34.0,104.0,2.1
多云,24.4,24.7,1001,40,0.0,6,1,2.7,238.0,188.0,199.0,47.0,33.0,156.0,1.8
多云,25.7,22.8,1000,39,0.0,6,4,3.7,257.0,207.0,0.0,39.0,30.0,205.0,1.6
多云,25.2,22.6,999,42,0.0,6,1,2.9,219.0,169.0,0.0,32.0,26.0,231.0,1.3
晴,24.5,24.6,1000,43,0.0,2,1,3.2,221.0,171.0,182.0,32.0,25.0,238.0,1.2
晴,23.9,23.7,998,45,0.0,4,4,4.1,242.0,192.0,203.0,36.0,27.0,236.0,1.4
晴,24.5,24.4,998,44,0.0,6,4,4.5,254.0,204.0,0.0,46.0,25.0,207.0,1.5
晴,23.6,24.1,999,46,0.0,4,1,0.7,221.0,171.0,231.0,53.0,22.0,185.0,1.7
晴,22.1,22.0,999,51,0.0,8,1,1.5,225.0,175.0,212.0,55.0,18.0,135.0,1.8
晴,20.7,20.4,1000,58,0.0,2,1,0.8,241.0,191.0,223.0,90.0,11.0,60.0,2.2
晴,19.4,18.7,1000,64,0.0,2,1,1.7,256.0,206.0,222.0,128.0,9.0,21.0,2.4
晴,17.2,16.5,999,73,0.0,2,1,1.0,261.0,211.0,215.0,135.0,6.0,2.0,2.5
晴,16.2,15.4,999,76,0.0,2,1,0.8,280.0,230.0,0.0,145.0,6.0,2.0,2.7
晴,14.9,13.6,999,82,0.0,2,1,1.3,275.0,225.0,0.0,85.0,4.0,13.0,1.9
晴,15.0,13.7,1000,83,0.0,2,1,1.0,275.0,225.0,0.0,85.0,4.0,13.0,1.9
霾,17.9,17.2,1000,69,0.0,2,1,1.4,264.0,214.0,0.0,116.0,5.0,3.0,1.9
霾,20.2,19.6,1001,58,0.0,2,1,1.8,242.0,192.0,0.0,90.0,8.0,43.0,1.7
霾,22.3,22.1,1000,51,0.0,2,1,1.8,233.0,183.0,186.0,72.0,13.0,75.0,1.6
霾,24.2,24.7,1000,48,0.0,6,1,0.8,233.0,183.0,0.0,56.0,17.0,109.0,1.5
霾,26.1,23.8,1000,43,0.0,2,1,1.8,212.0,162.0,0.0,41.0,18.0,159.0,1.4
霾,27.5,24.7,999,39,0.0,4,1,3.0,217.0,167.0,170.0,35.0,19.0,204.0,1.4
霾,28.8,25.7,998,36,0.0,4,4,4.1,219.0,169.0,173.0,36.0,18.0,233.0,1.5
霾,29.6,26.9,997,35,0.0,4,1,1.7,219.0,169.0,196.0,42.0,17.0,254.0,1.3
霾,30.6,27.3,996,32,0.0,4,4,4.1,226.0,176.0,254.0,30.0,15.0,295.0,1.1
霾,30.9,27.8,996,32,0.0,4,1,2.9,131.0,91.0,185.0,21.0,11.0,261.0,0.8
霾,30.5,27.4,996,33,0.0,4,1,3.3,140.0,107.0,107.0,19.0,11.0,247.0,0.7
霾,26.9,24.5,996,50,0.0,4,4,4.8,118.0,87.0,133.0,20.0,12.0,235.0,0.9
霾,25.1,23.1,997,55,0.0,4,1,3.0,139.0,97.0,208.0,25.0,20.0,277.0,1.6
霾,23.8,23.6,998,59,0.0,4,1,2.4,157.0,114.0,263.0,42.0,14.0,199.0,1.2
霾,22.5,22.0,998,64,0.0,4,1,2.5,160.0,122.0,167.0,44.0,14.0,150.0,1.2
霾,21.1,20.3,998,68,0.0,4,1,2.9,179.0,135.0,159.0,50.0,12.0,112.0,1.3
霾,19.9,19.2,998,69,0.0,2,1,1.9,195.0,146.0,154.0,38.0,12.0,109.0,1.2
霾,19.6,18.8,998,70,0.0,2,1,2.2,212.0,162.0,0.0,31.0,12.0,118.0,1.2
霾,19.6,18.9,998,70,0.0,2,1,1.7,226.0,176.0,0.0,26.0,15.0,136.0,1.2
霾,19.0,18.1,997,72,0.0,2,1,2.2,236.0,186.0,0.0,26.0,17.0,145.0,1.2
霾,18.1,17.2,997,73,0.0,2,1,2.2,225.0,175.0,0.0,27.0,17.0,133.0,1.3
霾,17.2,16.4,997,73,0.0,2,1,1.2,251.0,201.0,0.0,38.0,18.0,60.0,2.3
霾,18.7,18.0,998,67,0.0,4,1,1.7,249.0,199.0,0.0,36.0,21.0,65.0,2.7
