COND天气状况,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WDIR风向,WSC风力,WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
多云,19.4,18.6,1018,33,0.0,2,4,3.5,26.0,12.0,26.0,17.0,2.0,62.0,0.5
多云,18.4,17.4,1019,32,0.0,2,1,5.4,22.0,13.0,22.0,19.0,2.0,55.0,0.4
多云,18.0,17.5,1020,30,0.0,2,4,3.6,21.0,12.0,21.0,19.0,2.0,53.0,0.4
多云,17.6,17.1,1021,30,0.0,2,4,3.7,21.0,10.0,21.0,26.0,2.0,45.0,0.4
多云,16.4,16.3,1022,37,0.0,2,1,2.0,20.0,8.0,20.0,30.0,2.0,41.0,0.4
多云,16.2,16.2,1023,40,0.0,2,1,1.4,17.0,7.0,17.0,32.0,2.0,36.0,0.4
多云,14.3,14.2,1023,49,0.0,2,1,1.1,19.0,13.0,15.0,37.0,2.0,32.0,0.4
多云,13.5,13.3,1023,51,0.0,2,1,1.1,20.0,9.0,16.0,39.0,2.0,28.0,0.3
多云,13.1,12.5,1023,55,0.0,2,1,1.8,19.0,8.0,12.0,37.0,2.0,28.0,0.3
多云,13.5,13.1,1024,48,0.0,2,1,2.1,21.0,12.0,17.0,42.0,2.0,22.0,0.3
多云,13.8,13.9,1023,40,0.0,2,1,1.6,21.0,6.0,13.0,42.0,2.0,17.0,0.3
多云,13.4,13.3,1024,39,0.0,2,1,2.4,20.0,10.0,14.0,39.0,2.0,16.0,0.3
多云,12.4,12.2,1024,41,0.0,2,1,2.6,19.0,11.0,19.0,38.0,2.0,14.0,0.3
多云,11.9,11.8,1024,42,0.0,2,1,1.9,20.0,7.0,16.0,39.0,2.0,11.0,0.3
晴,12.9,13.1,1025,40,0.0,2,1,1.2,22.0,10.0,14.0,43.0,2.0,9.0,0.3
晴,15.7,15.4,1025,31,0.0,2,4,3.5,22.0,15.0,0.0,40.0,2.0,16.0,0.4
晴,16.7,16.2,1025,29,0.0,2,4,4.5,18.0,7.0,10.0,35.0,2.0,23.0,0.4
晴,17.5,17.1,1024,28,0.0,2,4,3.4,13.0,8.0,0.0,20.0,2.0,40.0,0.3
晴,18.3,18.2,1023,28,0.0,4,1,1.7,15.0,5.0,6.0,17.0,2.0,46.0,0.3
晴,18.8,18.8,1022,28,0.0,2,1,1.1,18.0,12.0,0.0,19.0,2.0,48.0,0.3
晴,19.8,19.2,1021,25,0.0,8,1,2.0,18.0,10.0,0.0,18.0,2.0,57.0,0.3
晴,19.9,19.3,1020,26,0.0,2,1,1.8,21.0,10.0,0.0,16.0,2.0,65.0,0.3
晴,20.6,20.6,1019,24,0.0,8,1,1.0,22.0,11.0,0.0,17.0,2.0,69.0,0.3
晴,20.2,19.7,1019,26,0.0,6,1,1.7,22.0,13.0,17.0,22.0,2.0,68.0,0.4
晴,18.2,18.4,1019,32,0.0,6,1,0.9,21.0,10.0,17.0,25.0,2.0,66.0,0.4
晴,15.8,15.9,1019,43,0.0,4,1,0.9,47.0,19.0,47.0,34.0,2.0,46.0,0.4
晴,14.9,15.3,1020,40,0.0,4,1,0.6,52.0,24.0,53.0,65.0,2.0,15.0,0.6
晴,13.8,13.9,1019,48,0.0,6,1,0.8,50.0,31.0,50.0,84.0,2.0,2.0,0.7
晴,13.5,13.4,1020,52,0.0,6,1,0.8,72.0,52.0,64.0,88.0,2.0,2.0,0.9
晴,10.9,9.6,1018,74,0.0,2,1,0.9,63.0,45.0,51.0,57.0,2.0,2.0,0.7
晴,15.9,15.7,1018,52,0.0,6,1,1.0,36.0,25.0,25.0,52.0,2.0,2.0,0.6
晴,17.5,17.3,1018,45,0.0,6,1,1.4,73.0,53.0,68.0,109.0,2.0,2.0,1.0
晴,19.3,18.4,1017,32,0.0,6,4,4.2,62.0,44.0,47.0,85.0,2.0,7.0,0.9
晴,21.3,20.8,1014,30,0.0,6,4,3.5,70.0,51.0,0.0,31.0,2.0,99.0,0.5
晴,20.2,19.6,1012,36,0.0,6,1,1.9,78.0,57.0,0.0,30.0,2.0,111.0,0.5
多云,19.6,19.2,1013,39,0.0,6,1,1.3,108.0,81.0,0.0,52.0,2.0,108.0,0.7
多云,18.7,18.5,1013,42,0.0,6,1,1.3,107.0,80.0,0.0,60.0,2.0,94.0,0.7
多云,18.2,18.1,1013,45,0.0,6,1,1.0,97.0,72.0,74.0,72.0,2.0,70.0,0.8
多云,17.8,17.8,1013,46,0.0,6,1,0.7,113.0,85.0,87.0,90.0,2.0,39.0,0.9
多云,17.4,17.3,1013,48,0.0,6,1,1.0,115.0,87.0,93.0,118.0,2.0,13.0,1.2
多云,15.5,15.0,1013,63,0.0,2,1,1.0,115.0,87.0,89.0,133.0,2.0,2.0,1.3
多云,14.9,14.4,1013,67,0.0,2,1,0.5,117.0,88.0,91.0,131.0,2.0,2.0,1.4
多云,14.4,13.4,1013,72,0.0,2,1,1.3,122.0,92.0,0.0,127.0,2.0,2.0,1.2
多云,13.4,12.3,1013,77,0.0,2,1,0.7,139.0,106.0,124.0,135.0,2.0,2.0,1.3
多云,12.7,11.3,1013,81,0.0,2,1,0.9,112.0,84.0,91.0,112.0,2.0,2.0,0.9
多云,12.4,10.9,1013,82,0.0,2,1,0.7,87.0,64.0,0.0,73.0,2.0,11.0,0.7
多云,12.6,11.2,1013,79,0.0,2,1,1.0,90.0,67.0,0.0,62.0,2.0,20.0,0.7
晴,13.1,12.1,1013,75,0.0,2,1,0.5,92.0,68.0,0.0,97.0,2.0,2.0,0.8
晴,15.6,15.1,1013,60,0.0,2,1,1.2,93.0,69.0,0.0,88.0,2.0,2.0,0.9
晴,17.5,17.0,1013,53,0.0,2,1,1.7,98.0,73.0,0.0,80.0,2.0,8.0,1.0
晴,20.5,20.3,1012,41,0.0,8,1,1.1,109.0,82.0,0.0,68.0,2.0,48.0,0.9
晴,22.6,23.0,1011,38,0.0,4,1,0.9,127.0,96.0,0.0,56.0,2.0,104.0,0.9
晴,23.6,23.9,1010,36,0.0,6,1,2.3,135.0,103.0,0.0,54.0,2.0,128.0,0.9
晴,23.8,24.2,1009,37,0.0,6,1,1.8,130.0,99.0,0.0,50.0,2.0,145.0,0.9
晴,23.7,23.7,1009,40,0.0,6,4,3.4,144.0,110.0,0.0,52.0,2.0,154.0,1.0
霾,23.2,23.5,1009,41,0.0,6,1,1.3,133.0,101.0,0.0,37.0,2.0,183.0,0.9
霾,21.8,21.8,1009,46,0.0,5,1,1.0,138.0,105.0,0.0,46.0,2.0,174.0,0.9
霾,21.3,21.1,1010,48,0.0,4,1,1.2,152.0,116.0,0.0,63.0,2.0,128.0,1.0
霾,20.3,19.8,1010,52,0.0,6,1,1.6,169.0,128.0,0.0,87.0,2.0,87.0,1.3
霾,19.2,18.7,1010,57,0.0,6,1,1.3,198.0,148.0,0.0,127.0,2.0,35.0,2.0
霾,18.9,18.3,1011,56,0.0,6,1,1.9,198.0,148.0,0.0,138.0,2.0,19.0,1.7
霾,18.3,17.9,1010,58,0.0,6,1,1.1,196.0,147.0,0.0,160.0,2.0,2.0,1.8
霾,16.8,16.4,1010,66,0.0,6,1,0.6,192.0,144.0,0.0,155.0,2.0,2.0,1.8
霾,17.2,16.4,1010,66,0.0,6,1,1.9,170.0,129.0,0.0,127.0,2.0,15.0,1.5
霾,16.0,15.0,1011,73,0.0,2,1,1.5,169.0,128.0,0.0,110.0,2.0,18.0,1.4
霾,15.4,14.3,1011,78,0.0,2,1,1.1,172.0,130.0,0.0,109.0,2.0,13.0,1.3
霾,15.1,13.9,1011,81,0.0,4,1,1.0,188.0,141.0,0.0,151.0,2.0,2.0,1.4
霾,17.9,17.3,1012,70,0.0,2,1,1.0,196.0,147.0,0.0,91.0,2.0,2.0,1.7
霾,19.8,19.6,1012,62,0.0,6,1,0.3,217.0,167.0,0.0,111.0,2.0,13.0,1.7
霾,21.7,21.7,1011,56,0.0,6,1,0.6,233.0,183.0,0.0,104.0,2.0,37.0,1.8
霾,22.8,22.7,1011,52,0.0,6,1,1.7,242.0,192.0,0.0,102.0,2.0,65.0,1.9
霾,24.0,24.2,1010,41,0.0,6,1,2.5,247.0,197.0,0.0,101.0,2.0,106.0,1.8
霾,24.2,24.6,1010,35,0.0,6,1,2.5,245.0,195.0,0.0,123.0,2.0,102.0,1.8
霾,24.2,24.6,1010,38,0.0,6,1,2.1,210.0,160.0,0.0,71.0,2.0,139.0,1.3
霾,24.2,24.5,1010,40,0.0,6,1,2.3,186.0,140.0,0.0,50.0,2.0,144.0,1.3
霾,23.6,23.9,1010,42,0.0,6,1,1.6,180.0,136.0,0.0,56.0,2.0,128.0,1.1
霾,20.3,20.0,1011,57,0.0,6,1,0.8,195.0,146.0,0.0,70.0,2.0,90.0,1.2
霾,18.7,18.2,1011,67,0.0,4,1,1.0,190.0,143.0,0.0,81.0,2.0,60.0,1.3
霾,18.3,17.8,1011,73,0.0,2,1,0.7,215.0,165.0,0.0,105.0,2.0,24.0,1.7
霾,17.9,17.2,1012,73,0.0,4,1,1.0,235.0,185.0,0.0,127.0,2.0,2.0,2.2
霾,17.6,17.0,1012,77,0.0,2,1,0.4,233.0,183.0,0.0,134.0,2.0,2.0,2.6
霾,17.2,16.2,1012,80,0.0,2,1,1.3,224.0,174.0,0.0,143.0,3.0,2.0,2.4
霾,16.5,15.4,1011,83,0.0,2,1,1.0,226.0,176.0,0.0,155.0,2.0,2.0,2.0
霾,15.8,14.7,1011,83,0.0,2,1,0.9,249.0,199.0,0.0,159.0,2.0,2.0,1.8
霾,15.3,14.1,1011,84,0.0,2,1,1.0,250.0,200.0,0.0,102.0,2.0,15.0,1.5
霾,14.7,13.4,1011,87,0.0,8,1,0.7,244.0,194.0,0.0,74.0,2.0,23.0,1.4
霾,15.1,13.8,1011,85,0.0,2,1,0.9,230.0,180.0,0.0,61.0,2.0,27.0,1.3
霾,15.7,14.6,1011,80,0.0,2,1,1.3,212.0,162.0,0.0,60.0,2.0,26.0,1.3
霾,17.6,16.9,1011,68,0.0,2,1,1.4,207.0,157.0,0.0,69.0,2.0,32.0,1.2
霾,19.3,18.5,1011,60,0.0,2,1,2.5,229.0,179.0,0.0,82.0,2.0,18.0,1.4
霾,20.4,19.7,1010,56,0.0,2,1,2.3,255.0,205.0,0.0,104.0,2.0,7.0,1.7
霾,20.5,20.1,1010,56,0.0,2,1,1.2,242.0,192.0,0.0,77.0,2.0,49.0,1.4
霾,21.9,21.5,1010,54,0.0,2,1,2.4,246.0,196.0,0.0,94.0,2.0,42.0,1.6
霾,24.1,24.4,1008,51,0.0,4,1,1.3,222.0,172.0,0.0,69.0,2.0,89.0,1.4
霾,24.3,24.4,1006,58,0.0,4,1,1.2,213.0,163.0,0.0,68.0,2.0,133.0,1.3
霾,22.0,21.6,1006,70,0.0,4,1,1.2,229.0,179.0,0.0,69.0,2.0,115.0,1.6
霾,20.4,20.0,1006,78,0.0,6,1,0.4,262.0,212.0,0.0,79.0,2.0,80.0,1.7
霾,20.9,20.1,1006,79,0.0,6,1,2.1,295.0,245.0,0.0,108.0,2.0,26.0,2.0
霾,20.6,19.8,1006,80,0.0,6,1,1.8,281.0,231.0,0.0,125.0,2.0,13.0,2.0
霾,20.1,19.3,1005,81,0.0,4,1,2.2,216.0,166.0,0.0,105.0,2.0,6.0,1.6
霾,19.7,18.9,1005,83,0.0,4,1,2.0,134.0,102.0,0.0,62.0,2.0,17.0,1.2
霾,19.2,18.3,1005,86,0.0,4,1,1.5,113.0,85.0,0.0,48.0,2.0,19.0,1.1
霾,18.6,17.6,1005,89,0.0,2,1,1.4,107.0,80.0,0.0,44.0,2.0,11.0,1.0
霾,18.8,17.8,1005,89,0.0,2,1,1.6,109.0,82.0,0.0,46.0,2.0,2.0,1.0
霾,18.8,17.8,1005,89,0.0,2,1,1.6,110.0,83.0,0.0,43.0,2.0,6.0,0.9
霾,18.3,17.3,1006,90,0.0,2,1,1.1,118.0,89.0,0.0,56.0,2.0,2.0,1.0
霾,18.5,17.6,1006,90,0.0,2,1,0.9,170.0,129.0,0.0,86.0,2.0,2.0,1.3
霾,19.4,18.7,1007,87,0.0,2,1,0.9,195.0,146.0,0.0,84.0,2.0,2.0,1.4
霾,20.7,19.9,1007,80,0.0,2,1,2.1,152.0,116.0,0.0,73.0,2.0,2.0,1.4
霾,22.2,21.6,1008,74,0.0,2,1,1.6,138.0,105.0,0.0,66.0,2.0,5.0,1.3
霾,23.5,23.2,1008,67,0.0,2,1,1.8,178.0,134.0,0.0,63.0,2.0,28.0,1.3
霾,25.3,23.8,1008,59,0.0,2,1,1.7,210.0,160.0,0.0,56.0,2.0,67.0,1.3
霾,26.5,24.5,1007,51,0.0,2,1,2.7,206.0,156.0,0.0,45.0,2.0,110.0,1.3
霾,27.7,25.0,1006,41,0.0,2,4,3.4,195.0,146.0,0.0,42.0,2.0,132.0,1.2
霾,28.4,25.7,1006,39,0.0,4,1,2.6,153.0,117.0,0.0,35.0,2.0,151.0,1.0
霾,27.9,25.7,1007,44,0.0,4,1,1.7,95.0,71.0,0.0,26.0,2.0,150.0,0.7
霾,26.9,25.0,1007,47,0.0,4,1,1.0,79.0,58.0,0.0,21.0,2.0,139.0,0.6
阵雨,24.5,24.7,1008,56,0.0,4,1,1.2,73.0,53.0,58.0,32.0,2.0,144.0,0.8
阵雨,22.1,21.7,1008,69,0.0,2,1,1.3,105.0,79.0,81.0,41.0,2.0,121.0,0.9
阵雨,20.6,20.1,1009,75,0.0,2,1,1.0,145.0,111.0,0.0,97.0,2.0,53.0,1.4
阵雨,20.4,19.8,1010,77,0.0,4,1,1.3,160.0,122.0,0.0,94.0,2.0,43.0,1.6
阵雨,22.6,21.4,1011,77,0.0,4,5,6.5,217.0,167.0,0.0,135.0,2.0,7.0,2.5
阵雨,21.4,20.3,1011,81,0.0,4,4,4.8,219.0,169.0,0.0,139.0,2.0,2.0,2.3
阵雨,20.8,19.9,1011,61,0.0,4,4,3.8,225.0,175.0,0.0,87.0,2.0,46.0,1.8
阵雨,20.4,19.4,1011,61,0.0,4,4,3.5,162.0,123.0,0.0,23.0,2.0,80.0,1.1
阵雨,19.7,18.4,1011,64,0.0,4,5,5.6,29.0,20.0,0.0,16.0,2.0,61.0,0.5
阵雨,19.0,17.9,1011,65,0.0,4,4,4.2,28.0,19.0,27.0,16.0,2.0,56.0,0.4
阵雨,18.5,17.6,1012,67,0.0,4,1,2.8,34.0,20.0,34.0,14.0,2.0,55.0,0.4
阵雨,17.9,16.6,1012,69,0.0,4,4,5.0,28.0,14.0,28.0,16.0,2.0,49.0,0.5
阵雨,17.1,15.9,1013,75,0.0,2,1,2.8,33.0,23.0,26.0,18.0,2.0,43.0,0.7
小雨,16.8,15.5,1013,74,0.0,2,4,3.7,34.0,19.0,34.0,23.0,2.0,35.0,0.8
小雨,16.6,15.5,1013,75,0.0,4,1,2.3,33.0,21.0,33.0,27.0,2.0,30.0,0.7
小雨,16.7,15.6,1012,75,0.0,4,1,2.1,29.0,19.0,29.0,31.0,2.0,23.0,0.8
小雨,17.4,16.2,1011,75,0.0,4,1,3.2,40.0,28.0,0.0,32.0,2.0,20.0,0.8
小雨,17.5,16.4,1011,77,0.0,2,1,2.2,45.0,31.0,0.0,35.0,2.0,20.0,0.8
小雨,16.8,15.7,1010,78,0.0,2,1,1.7,33.0,20.0,33.0,40.0,2.0,17.0,0.8
小雨,17.1,16.2,1009,75,0.0,2,1,1.6,54.0,38.0,0.0,48.0,2.0,11.0,0.9
小雨,17.3,16.4,1009,73,0.0,8,1,1.6,69.0,50.0,0.0,51.0,2.0,9.0,1.0
小雨,15.4,13.6,1009,83,0.2,8,4,3.7,57.0,40.0,0.0,55.0,2.0,6.0,1.1
小雨,14.8,12.9,1009,91,0.6,2,1,2.6,57.0,40.0,0.0,55.0,2.0,6.0,1.1
小雨,15.2,13.3,1010,94,0.0,2,1,2.5,50.0,35.0,42.0,55.0,2.0,2.0,1.4
多云,15.4,13.7,1011,93,0.0,2,1,1.6,40.0,28.0,0.0,55.0,2.0,2.0,1.3
多云,15.4,13.6,1012,91,0.0,2,1,2.8,42.0,29.0,33.0,59.0,2.0,2.0,1.4
多云,15.4,13.8,1012,92,0.0,2,1,1.3,49.0,34.0,0.0,61.0,2.0,2.0,1.4
多云,15.2,13.6,1012,92,0.0,2,1,1.2,52.0,36.0,0.0,56.0,2.0,2.0,1.3
多云,15.0,13.3,1013,92,0.0,2,1,1.6,50.0,35.0,0.0,51.0,2.0,2.0,1.4
多云,14.8,13.1,1012,92,0.0,4,1,1.6,38.0,26.0,0.0,50.0,2.0,2.0,1.3
多云,14.3,12.5,1013,94,0.0,2,1,1.2,39.0,27.0,0.0,43.0,2.0,2.0,1.3
多云,14.3,12.4,1013,95,0.0,4,1,1.4,28.0,19.0,0.0,41.0,2.0,2.0,1.0
多云,14.3,12.6,1014,93,0.0,4,1,0.8,33.0,23.0,0.0,39.0,2.0,2.0,1.2
多云,14.1,12.4,1014,90,0.0,4,1,1.2,58.0,41.0,0.0,47.0,2.0,2.0,1.4
多云,14.3,12.5,1014,91,0.0,6,1,1.6,70.0,51.0,0.0,49.0,2.0,2.0,1.4
晴,14.4,12.6,1014,88,0.0,6,1,2.0,69.0,50.0,0.0,39.0,2.0,2.0,1.3
晴,14.9,13.4,1015,79,0.0,5,1,2.5,72.0,52.0,0.0,37.0,2.0,2.0,1.4
晴,15.3,14.0,1016,79,0.0,4,1,1.9,69.0,50.0,0.0,39.0,2.0,2.0,1.4
晴,15.7,14.3,1016,80,0.0,6,1,2.4,64.0,46.0,0.0,38.0,2.0,8.0,1.3
多云,17.5,16.3,1015,71,0.0,6,4,3.7,67.0,48.0,0.0,38.0,2.0,9.0,1.3
多云,18.7,18.0,1014,68,0.0,4,1,1.6,67.0,48.0,0.0,38.0,2.0,9.0,1.3
多云,20.1,19.3,1014,63,0.0,6,1,2.5,75.0,55.0,0.0,28.0,2.0,44.0,1.1
多云,20.8,20.1,1014,60,0.0,6,1,2.3,83.0,61.0,0.0,29.0,2.0,55.0,1.2
多云,21.0,20.2,1014,60,0.0,6,1,3.1,87.0,64.0,0.0,30.0,2.0,63.0,1.3
多云,20.6,19.8,1014,62,0.0,6,1,2.6,84.0,62.0,0.0,31.0,2.0,69.0,1.2
多云,20.1,19.2,1014,65,0.0,6,1,3.0,77.0,56.0,0.0,33.0,2.0,72.0,1.1
多云,19.5,18.9,1015,68,0.0,6,1,1.2,85.0,63.0,0.0,40.0,2.0,60.0,1.2
多云,18.3,17.6,1015,76,0.0,2,1,1.1,95.0,71.0,0.0,51.0,2.0,47.0,1.2
多云,17.3,16.4,1016,82,0.0,2,1,0.9,109.0,82.0,0.0,60.0,2.0,33.0,1.3
多云,17.2,16.3,1017,82,0.0,2,1,0.8,128.0,97.0,0.0,65.0,2.0,20.0,1.5
多云,16.8,15.6,1018,84,0.0,2,1,1.6,139.0,106.0,0.0,84.0,2.0,4.0,1.6
多云,15.7,14.3,1018,87,0.0,2,1,1.6,127.0,96.0,0.0,85.0,2.0,2.0,1.8
多云,14.8,13.3,1019,89,0.0,2,1,1.2,114.0,86.0,0.0,84.0,2.0,2.0,1.9
多云,14.3,12.7,1019,91,0.0,2,1,1.0,118.0,89.0,0.0,77.0,2.0,2.0,2.2
多云,14.1,12.4,1020,92,0.0,2,1,1.0,127.0,96.0,0.0,74.0,2.0,2.0,2.4
多云,14.4,12.8,1020,91,0.0,2,1,0.9,122.0,92.0,0.0,71.0,2.0,2.0,1.9
多云,14.8,13.0,1020,91,0.0,2,1,2.0,110.0,83.0,0.0,66.0,2.0,2.0,1.5
多云,15.2,13.5,1021,88,0.0,2,1,2.3,110.0,83.0,0.0,66.0,2.0,2.0,1.6
多云,15.4,13.9,1021,87,0.0,2,1,1.7,107.0,80.0,0.0,67.0,2.0,2.0,1.5
多云,15.5,13.9,1022,85,0.0,4,1,2.3,93.0,69.0,0.0,68.0,2.0,2.0,1.8
小雨,15.5,13.9,1023,85,0.0,4,1,2.7,105.0,79.0,0.0,65.0,2.0,2.0,2.6
小雨,15.3,13.8,1023,86,0.0,4,1,1.7,109.0,82.0,0.0,63.0,2.0,2.0,2.7
小雨,13.3,11.1,1014,95,0.1,4,1,1.8,62.0,44.0,0.0,54.0,2.0,2.0,2.3
小雨,13.7,11.7,1013,93,0.0,6,1,1.7,54.0,38.0,0.0,55.0,2.0,2.0,2.3
小雨,14.3,12.4,1012,91,0.0,6,1,2.1,50.0,35.0,0.0,56.0,2.0,2.0,2.3
小雨,14.7,13.0,1012,90,0.0,6,1,1.8,55.0,39.0,0.0,56.0,2.0,2.0,2.4
小雨,15.0,13.6,1013,88,0.0,1,1,0.8,59.0,42.0,0.0,52.0,2.0,8.0,2.1
多云,14.8,13.1,1013,92,0.0,6,1,1.3,59.0,42.0,0.0,56.0,2.0,2.0,1.7
多云,14.0,12.2,1014,92,0.0,6,1,1.2,62.0,44.0,0.0,57.0,2.0,2.0,1.7
多云,13.6,11.8,1015,93,0.0,2,1,0.8,68.0,49.0,0.0,59.0,2.0,2.0,2.0
多云,14.5,14.0,1015,46,0.0,8,1,2.8,64.0,46.0,0.0,59.0,2.0,2.0,2.0
多云,12.6,12.2,1015,54,0.0,8,1,1.4,43.0,30.0,0.0,41.0,2.0,13.0,1.2
多云,9.8,8.2,1015,76,0.0,8,1,1.0,15.0,3.0,6.0,16.0,2.0,45.0,0.3
多云,13.1,12.7,1016,40,0.0,8,4,3.6,12.0,8.0,10.0,24.0,2.0,28.0,0.4
多云,13.4,13.3,1016,36,0.0,8,1,2.8,12.0,7.0,0.0,23.0,2.0,34.0,0.3
多云,13.2,13.3,1016,31,0.0,8,1,2.8,15.0,3.0,6.0,13.0,2.0,47.0,0.3
多云,12.3,12.7,1017,34,0.0,8,1,1.4,18.0,3.0,6.0,9.0,2.0,56.0,0.2
多云,11.2,11.4,1017,38,0.0,8,1,1.7,18.0,9.0,0.0,9.0,2.0,56.0,0.3
多云,10.0,10.0,1018,43,0.0,2,1,1.5,16.0,3.0,10.0,9.0,2.0,51.0,0.3
晴,10.1,9.9,1019,43,0.0,2,1,2.1,18.0,4.0,18.0,12.0,2.0,43.0,0.3
晴,11.3,11.2,1019,38,0.0,8,1,2.5,12.0,4.0,6.0,24.0,2.0,33.0,0.4
晴,12.1,11.9,1020,34,0.0,2,4,3.7,15.0,6.0,12.0,29.0,2.0,28.0,0.5
晴,13.1,12.9,1020,34,0.0,2,4,3.6,12.0,8.0,11.0,22.0,2.0,36.0,0.5
晴,14.1,13.7,1020,31,0.0,8,4,4.6,15.0,6.0,7.0,16.0,2.0,46.0,0.4
晴,15.2,14.9,1019,28,0.0,8,4,4.2,16.0,7.0,0.0,15.0,2.0,49.0,0.4
晴,16.0,15.7,1018,25,0.0,2,4,4.2,19.0,6.0,6.0,13.0,2.0,58.0,0.4
晴,17.1,16.7,1017,25,0.0,8,4,3.8,25.0,17.0,0.0,11.0,2.0,64.0,0.3
晴,17.1,17.0,1017,25,0.0,2,1,2.7,22.0,7.0,0.0,11.0,2.0,69.0,0.3
晴,17.4,17.4,1018,24,0.0,8,1,2.2,23.0,11.0,0.0,11.0,2.0,71.0,0.3
晴,16.7,16.8,1018,24,0.0,8,1,2.4,22.0,9.0,13.0,13.0,2.0,70.0,0.3
晴,13.9,14.1,1019,39,0.0,2,1,1.2,21.0,12.0,0.0,15.0,2.0,67.0,0.3
晴,12.0,12.0,1019,47,0.0,2,1,1.1,29.0,14.0,29.0,23.0,2.0,52.0,0.4
晴,9.4,8.4,1020,65,0.0,2,1,1.0,40.0,28.0,39.0,69.0,2.0,2.0,1.0
晴,9.1,7.8,1021,62,0.0,6,1,2.2,43.0,27.0,43.0,68.0,2.0,2.0,1.0
晴,5.8,3.3,1021,87,0.0,4,1,0.3,43.0,24.0,43.0,57.0,2.0,2.0,0.7
晴,6.2,3.9,1021,83,0.0,2,1,0.6,37.0,25.0,37.0,56.0,2.0,2.0,0.7
晴,6.0,3.5,1021,87,0.0,2,1,0.4,35.0,24.0,35.0,51.0,2.0,2.0,0.7
多云,9.4,8.2,1022,70,0.0,4,1,0.8,42.0,29.0,40.0,52.0,2.0,2.0,1.0
多云,11.7,11.2,1021,61,0.0,4,1,0.7,40.0,27.0,40.0,50.0,2.0,2.0,0.9
多云,13.2,12.9,1021,53,0.0,6,1,1.1,42.0,29.0,37.0,51.0,2.0,2.0,0.8
多云,14.6,13.9,1020,45,0.0,6,4,4.0,45.0,28.0,45.0,63.0,2.0,3.0,0.9
多云,16.4,15.8,1018,34,0.0,6,4,4.4,70.0,51.0,65.0,86.0,2.0,4.0,1.1
多云,17.3,16.6,1017,26,0.0,6,1,5.4,52.0,36.0,38.0,45.0,2.0,35.0,0.5
多云,17.0,16.6,1017,29,0.0,6,4,3.6,36.0,25.0,0.0,35.0,2.0,44.0,0.5
多云,15.8,15.5,1017,37,0.0,6,1,2.9,33.0,23.0,0.0,26.0,2.0,52.0,0.4
晴,14.3,14.2,1017,44,0.0,6,1,1.6,78.0,21.0,106.0,32.0,3.0,49.0,0.4
晴,13.2,13.0,1017,50,0.0,6,1,1.1,65.0,29.0,80.0,53.0,3.0,26.0,0.5
晴,12.6,12.3,1017,52,0.0,6,1,1.3,64.0,43.0,77.0,68.0,4.0,8.0,0.7
晴,8.3,6.8,1017,78,0.0,8,1,0.3,70.0,51.0,84.0,70.0,2.0,2.0,1.2
晴,6.9,4.6,1016,87,0.0,2,1,0.3,88.0,65.0,91.0,57.0,2.0,2.0,1.2
晴,6.4,3.9,1016,89,0.0,2,1,0.3,89.0,66.0,90.0,56.0,2.0,2.0,1.2
晴,6.7,3.7,1016,90,0.0,2,1,1.2,83.0,61.0,115.0,65.0,2.0,2.0,1.2
多云,7.1,4.3,1016,89,0.0,2,1,1.2,77.0,56.0,100.0,62.0,2.0,2.0,1.1
多云,9.3,7.5,1016,76,0.0,2,1,1.4,73.0,53.0,92.0,60.0,2.0,2.0,1.0
多云,12.5,11.7,1016,59,0.0,2,1,1.7,66.0,47.0,81.0,58.0,2.0,2.0,1.0
多云,17.2,16.9,1013,45,0.0,6,1,2.0,99.0,74.0,108.0,76.0,19.0,19.0,1.2
多云,17.8,17.1,1012,49,0.0,6,1,2.9,130.0,99.0,119.0,94.0,24.0,24.0,1.3
多云,17.6,17.1,1011,54,0.0,6,1,1.7,162.0,123.0,137.0,95.0,21.0,37.0,1.2
晴,13.6,12.5,1012,76,0.0,2,1,0.8,155.0,118.0,140.0,116.0,8.0,5.0,1.3
晴,12.7,11.2,1012,82,0.0,2,1,0.9,169.0,128.0,142.0,116.0,3.0,2.0,1.6
晴,11.8,10.1,1013,86,0.0,2,1,0.7,193.0,145.0,158.0,111.0,2.0,2.0,2.2
晴,11.5,9.8,1014,86,0.0,2,1,0.6,204.0,154.0,166.0,103.0,3.0,2.0,2.7
晴,11.4,9.5,1014,86,0.0,2,1,1.1,229.0,179.0,182.0,108.0,3.0,2.0,2.7
晴,10.5,8.3,1014,90,0.0,2,1,0.8,180.0,136.0,185.0,115.0,3.0,2.0,1.8
晴,10.3,8.1,1014,90,0.0,2,1,0.7,172.0,130.0,149.0,104.0,2.0,2.0,1.6
晴,9.0,6.7,1015,92,0.0,2,1,0.3,156.0,119.0,0.0,87.0,2.0,2.0,1.2
晴,9.4,6.8,1016,89,0.0,2,1,1.8,150.0,115.0,0.0,81.0,2.0,2.0,1.3
晴,10.7,8.8,1017,81,0.0,2,1,1.6,155.0,118.0,0.0,77.0,2.0,2.0,1.3
晴,12.5,10.9,1018,75,0.0,2,1,2.1,160.0,122.0,0.0,72.0,2.0,2.0,1.3
